sale_id,date,salesperson,make,model,year,price
11131,2026-02-22,Hana,Mitsubishi,Triton,2023,41700.00
11132,2026-02-22,Finn,Mazda,Axela,2013,9850.00
11133,2026-02-22,Hana,Mazda,CX-5,2014,26000.00
11134,2026-02-22,Mere,Subaru,Forester,2019,35350.00
11135,2026-02-22,Ioane,Toyota,Aqua,2019,14450.00
11136,2026-02-22,Finn,Toyota,RAV4,2022,42550.00
11137,2026-02-22,Kiri,Toyota,RAV4,2012,23000.00
11138,2026-02-22,Kiri,Mazda,CX-5,2016,23950.00
11139,2026-02-22,Chloe,Tesla,Model 3,2022,66650.00
11140,2026-02-22,Dan,Nissan,Leaf,2014,12350.00
11141,2026-02-22,Ben,Toyota,Yaris,2012,9100.00
11142,2026-02-22,Ioane,Subaru,Outback,2020,36950.00
11143,2026-02-22,Eve,Subaru,Outback,2016,30200.00
11144,2026-02-22,Ioane,Tesla,Model 3,2013,30600.00
11145,2026-02-22,Mere,Toyota,Yaris,2025,17100.00
11146,2026-02-22,Liam,Subaru,Outback,2015,23450.00
11147,2026-02-22,Hana,Ford,Focus,2021,13350.00
11148,2026-02-22,Eve,Toyota,RAV4,2020,38000.00
11149,2026-02-22,Finn,Nissan,Navara,2016,29550.00
11150,2026-02-22,Chloe,Toyota,Aqua,2015,10000.00
11151,2026-02-22,Kiri,Holden,Commodore,2012,14100.00
11152,2026-02-22,Hana,Nissan,Leaf,2014,11100.00
11153,2026-02-22,Olivia,Tesla,Model 3,2015,40050.00
11154,2026-02-22,Hana,Mazda,BT-50,2014,30600.00
11155,2026-02-22,Liam,Volkswagen,Golf,2018,17100.00
11156,2026-02-22,Kiri,Toyota,Aqua,2014,8750.00
11157,2026-02-23,Olivia,Kia,Sportage,2016,22650.00
11158,2026-02-23,Ben,Toyota,Corolla,2012,13800.00
11159,2026-02-23,Finn,Hyundai,Tucson,2014,23100.00
11160,2026-02-23,Finn,Toyota,Yaris,2017,13650.00
11161,2026-02-23,Ioane,Mazda,BT-50,2014,29950.00
11162,2026-02-23,Nikau,Nissan,Tiida,2021,9800.00
11163,2026-02-23,Jess,Kia,Sportage,2025,38350.00
11164,2026-02-23,Liam,Subaru,Outback,2020,41050.00
11165,2026-02-23,Olivia,Toyota,Aqua,2017,11300.00
11166,2026-02-23,Ioane,Nissan,Leaf,2021,19550.00
11167,2026-02-23,Nikau,Volkswagen,Golf,2019,18050.00
11168,2026-02-23,Ioane,Toyota,RAV4,2013,23500.00
11169,2026-02-23,Chloe,Mitsubishi,Triton,2013,22100.00
11170,2026-02-23,Hana,Suzuki,Swift,2013,8900.00
11171,2026-02-23,Ioane,Mazda,CX-5,2017,29150.00
11172,2026-02-23,Ioane,Tesla,Model 3,2016,46350.00
11173,2026-02-23,Kiri,Nissan,Navara,2019,38600.00
11174,2026-02-23,Kiri,Toyota,Yaris,2023,17700.00
11175,2026-02-23,Jess,Ford,Ranger,2022,54500.00
11176,2026-02-24,Olivia,Tesla,Model 3,2020,46200.00
11177,2026-02-24,Ioane,Honda,CR-V,2018,29700.00
11178,2026-02-24,Dan,Honda,CR-V,2022,36150.00
11179,2026-02-24,Hana,Mitsubishi,Triton,2019,36100.00
11180,2026-02-24,Nikau,Kia,Sportage,2020,25900.00
11181,2026-02-24,Mere,Toyota,RAV4,2017,36450.00
11182,2026-02-24,Eve,Suzuki,Swift,2022,14100.00
11183,2026-02-24,Ioane,Honda,CR-V,2016,27750.00
11184,2026-02-24,Finn,Ford,Ranger,2017,46200.00
11185,2026-02-24,Hana,Subaru,Outback,2021,32750.00
11186,2026-02-24,Olivia,Mazda,CX-5,2014,24850.00
11187,2026-02-24,Liam,Nissan,Tiida,2015,7150.00
11188,2026-02-24,Ioane,Nissan,Navara,2024,45500.00
11189,2026-02-24,Eve,Ford,Focus,2022,13750.00
11190,2026-02-24,Hana,Hyundai,Tucson,2019,34600.00
11191,2026-02-24,Olivia,Nissan,Navara,2012,21800.00
11192,2026-02-24,Mere,Tesla,Model 3,2021,53800.00
11193,2026-02-24,Jess,Mazda,BT-50,2014,31500.00
11194,2026-02-24,Eve,Mazda,CX-5,2022,35050.00
11195,2026-02-24,Mere,Mitsubishi,Triton,2017,36400.00
11196,2026-02-24,Hana,Ford,Ranger,2024,49850.00
11197,2026-02-24,Ioane,Mazda,Demio,2015,7450.00
11198,2026-02-24,Ioane,Kia,Sportage,2015,23900.00
11199,2026-02-24,Eve,Mitsubishi,Triton,2016,29850.00
11200,2026-02-25,Mere,Mitsubishi,Triton,2024,50100.00
11201,2026-02-25,Dan,Kia,Sportage,2015,19350.00
11202,2026-02-25,Liam,Honda,Fit,2017,9850.00
11203,2026-02-25,Nikau,Mitsubishi,Triton,2018,34250.00
11204,2026-02-25,Finn,Mazda,CX-5,2017,25500.00
11205,2026-02-25,Olivia,Ford,Ranger,2024,50200.00
11206,2026-02-25,Olivia,Volkswagen,Golf,2018,18000.00
11207,2026-02-25,Kiri,Toyota,Yaris,2025,18450.00
11208,2026-02-25,Chloe,Tesla,Model 3,2021,55750.00
11209,2026-02-25,Eve,Hyundai,Tucson,2019,26000.00
11210,2026-02-25,Chloe,Hyundai,Tucson,2020,31700.00
11211,2026-02-25,Mere,Toyota,Aqua,2015,9450.00
11212,2026-02-25,Nikau,Holden,Commodore,2012,15900.00
11213,2026-02-25,Aroha,Mazda,BT-50,2014,31050.00
11214,2026-02-25,Kiri,Mazda,CX-5,2025,40200.00
11215,2026-02-25,Nikau,Tesla,Model 3,2022,57600.00
11216,2026-02-25,Olivia,Honda,Civic,2013,12650.00
11217,2026-02-25,Hana,Nissan,Navara,2021,36850.00
11218,2026-02-25,Chloe,Ford,Ranger,2015,34100.00
11219,2026-02-25,Chloe,Mazda,BT-50,2012,25850.00
11220,2026-02-25,Olivia,Toyota,RAV4,2019,40300.00
11221,2026-02-25,Liam,Mazda,BT-50,2017,33550.00
11222,2026-02-25,Liam,Toyota,Hilux,2013,31700.00
11223,2026-02-25,Kiri,Honda,Fit,2017,10300.00
11224,2026-02-26,Kiri,Honda,CR-V,2012,20500.00
11225,2026-02-26,Kiri,Mazda,Demio,2020,11300.00
11226,2026-02-26,Hana,Toyota,RAV4,2020,37700.00
11227,2026-02-26,Chloe,Kia,Sportage,2025,38950.00
11228,2026-02-26,Hana,Nissan,Navara,2015,32650.00
11229,2026-02-26,Mere,Holden,Commodore,2017,20000.00
11230,2026-02-26,Finn,Toyota,RAV4,2023,46450.00
11231,2026-02-26,Chloe,Mazda,BT-50,2012,27250.00
11232,2026-02-26,Eve,Hyundai,Tucson,2018,28850.00
11233,2026-02-26,Jess,Toyota,Yaris,2016,13950.00
11234,2026-02-26,Finn,Mazda,CX-5,2012,22350.00
11235,2026-02-26,Kiri,Subaru,Outback,2021,36950.00
11236,2026-02-26,Mere,Mazda,BT-50,2023,40550.00
11237,2026-02-26,Aroha,Volkswagen,Golf,2022,21950.00
11238,2026-02-26,Jess,Honda,CR-V,2012,16800.00
11239,2026-02-26,Eve,Mitsubishi,Triton,2015,23950.00
11240,2026-02-26,Kiri,Suzuki,Swift,2016,13100.00
11241,2026-02-26,Finn,Mitsubishi,Triton,2024,42050.00
11242,2026-02-26,Finn,Ford,Focus,2025,15300.00
11243,2026-02-27,Mere,Toyota,Yaris,2023,19500.00
11244,2026-02-27,Jess,Subaru,Outback,2019,33350.00
11245,2026-02-27,Liam,Mazda,BT-50,2016,33050.00
11246,2026-02-27,Jess,Toyota,Aqua,2024,15150.00
11247,2026-02-27,Ioane,Nissan,Tiida,2024,10000.00
11248,2026-02-27,Kiri,Toyota,Hilux,2024,50650.00
11249,2026-02-27,Hana,Honda,Fit,2013,6950.00
11250,2026-02-27,Olivia,Mitsubishi,Triton,2016,27300.00
11251,2026-02-27,Eve,Nissan,Navara,2014,30150.00
11252,2026-02-27,Mere,Mazda,Demio,2018,9550.00
11253,2026-02-27,Jess,Ford,Ranger,2013,27650.00
11254,2026-02-27,Jess,Toyota,Aqua,2019,13900.00
11255,2026-02-27,Liam,Kia,Sportage,2016,27400.00
11256,2026-02-27,Mere,Toyota,Yaris,2015,10300.00
11257,2026-02-27,Olivia,Kia,Sportage,2023,35850.00
11258,2026-02-27,Ben,Nissan,Leaf,2014,11800.00
11259,2026-02-27,Ioane,Volkswagen,Golf,2023,27100.00
11260,2026-02-27,Hana,Holden,Commodore,2023,24350.00
11261,2026-02-27,Finn,Mazda,BT-50,2015,32950.00
11262,2026-02-27,Mere,Mazda,CX-5,2015,22700.00
11263,2026-02-27,Mere,Toyota,Hilux,2015,36400.00
11264,2026-02-27,Chloe,Tesla,Model 3,2022,54950.00
11265,2026-02-27,Liam,Mitsubishi,Outlander,2025,42650.00
11266,2026-02-27,Olivia,Toyota,Aqua,2023,14550.00
11267,2026-02-27,Dan,Honda,CR-V,2025,37600.00
11268,2026-02-27,Liam,Ford,Ranger,2021,49300.00
11269,2026-02-28,Mere,Kia,Sportage,2019,27050.00
11270,2026-02-28,Hana,Nissan,Navara,2012,22300.00
11271,2026-02-28,Finn,Nissan,Navara,2016,33150.00
11272,2026-02-28,Ioane,Mazda,Demio,2013,6650.00
11273,2026-02-28,Aroha,Mazda,Demio,2018,9450.00
11274,2026-02-28,Aroha,Tesla,Model 3,2024,59800.00
11275,2026-02-28,Chloe,Toyota,Yaris,2023,20050.00
11276,2026-02-28,Jess,Honda,Fit,2019,12250.00
11277,2026-02-28,Finn,Toyota,Aqua,2012,7500.00
11278,2026-02-28,Kiri,Toyota,Hilux,2018,39800.00
11279,2026-02-28,Liam,Mazda,Axela,2015,11500.00
11280,2026-02-28,Chloe,Mazda,CX-5,2015,24800.00
11281,2026-02-28,Finn,Honda,Fit,2015,7700.00
11282,2026-02-28,Kiri,Mazda,CX-5,2025,44950.00
11283,2026-02-28,Nikau,Hyundai,Tucson,2012,17400.00
11284,2026-02-28,Dan,Toyota,Hilux,2019,38150.00
11285,2026-02-28,Nikau,Suzuki,Swift,2018,14150.00
11286,2026-02-28,Finn,Hyundai,Tucson,2024,39650.00
11287,2026-02-28,Chloe,Toyota,RAV4,2022,35850.00
11288,2026-02-28,Hana,Honda,Civic,2016,17550.00
11289,2026-02-28,Olivia,Toyota,RAV4,2025,49900.00
11290,2026-02-28,Kiri,Mazda,BT-50,2019,37550.00
11291,2026-02-28,Kiri,Hyundai,Tucson,2025,42650.00
11292,2026-02-28,Olivia,Toyota,RAV4,2013,21950.00
11293,2026-03-01,Eve,Mazda,Demio,2022,10100.00
11294,2026-03-01,Ioane,Toyota,Hilux,2025,50700.00
11295,2026-03-01,Dan,Mazda,CX-5,2017,24950.00
11296,2026-03-01,Hana,Toyota,Yaris,2014,10800.00
11297,2026-03-01,Chloe,Nissan,Navara,2024,47300.00
11298,2026-03-01,Olivia,Subaru,Forester,2018,30450.00
11299,2026-03-01,Mere,Suzuki,Swift,2019,13350.00
11300,2026-03-01,Ioane,Honda,CR-V,2015,24100.00
11301,2026-03-01,Ben,Toyota,Yaris,2024,19300.00
11302,2026-03-01,Mere,Subaru,Outback,2019,36750.00
11303,2026-03-01,Liam,Mitsubishi,Outlander,2012,21700.00
11304,2026-03-01,Finn,Toyota,Aqua,2022,13800.00
11305,2026-03-01,Kiri,Mazda,Demio,2016,8800.00
11306,2026-03-01,Ioane,Mazda,Demio,2022,10850.00
11307,2026-03-01,Dan,Honda,CR-V,2018,25950.00
11308,2026-03-01,Nikau,Mazda,BT-50,2024,47200.00
11309,2026-03-01,Aroha,Ford,Focus,2017,11650.00
11310,2026-03-01,Eve,Mitsubishi,Outlander,2015,25300.00
11311,2026-03-01,Olivia,Mazda,CX-5,2017,30700.00
11312,2026-03-01,Mere,Ford,Ranger,2021,51100.00
11313,2026-03-01,Hana,Kia,Sportage,2012,19100.00
11314,2026-03-01,Mere,Kia,Sportage,2013,18050.00
11315,2026-03-01,Aroha,Toyota,Hilux,2023,44550.00
11316,2026-03-02,Olivia,Mazda,CX-5,2018,26650.00
11317,2026-03-02,Hana,Mazda,Demio,2014,7200.00
11318,2026-03-02,Dan,Mitsubishi,Triton,2016,27700.00
11319,2026-03-02,Mere,Ford,Ranger,2016,39700.00
11320,2026-03-02,Kiri,Mazda,CX-5,2017,27100.00
11321,2026-03-02,Dan,Mitsubishi,Triton,2013,24550.00
11322,2026-03-02,Hana,Nissan,Leaf,2019,15800.00
11323,2026-03-02,Eve,Toyota,Aqua,2022,16550.00
11324,2026-03-02,Kiri,Toyota,Corolla,2019,17600.00
11325,2026-03-02,Nikau,Toyota,Aqua,2024,16450.00
11326,2026-03-02,Finn,Mitsubishi,Triton,2022,41100.00
11327,2026-03-02,Liam,Ford,Focus,2023,16250.00
11328,2026-03-02,Nikau,Toyota,RAV4,2025,51650.00
11329,2026-03-02,Aroha,Kia,Sportage,2012,18250.00
11330,2026-03-02,Liam,Toyota,Hilux,2013,27150.00
11331,2026-03-02,Chloe,Ford,Focus,2012,8500.00
11332,2026-03-02,Finn,Mazda,BT-50,2022,51350.00
11333,2026-03-02,Jess,Mitsubishi,Triton,2012,20800.00
11334,2026-03-02,Ioane,Mazda,Demio,2014,6750.00
11335,2026-03-02,Mere,Mazda,Axela,2024,18750.00
11336,2026-03-02,Ben,Toyota,Yaris,2012,8700.00
11337,2026-03-02,Nikau,Suzuki,Swift,2016,11050.00
11338,2026-03-02,Finn,Subaru,Outback,2023,41600.00
11339,2026-03-02,Hana,Tesla,Model 3,2019,42700.00
11340,2026-03-03,Chloe,Kia,Sportage,2022,34650.00
11341,2026-03-03,Eve,Holden,Commodore,2024,32850.00
11342,2026-03-03,Ioane,Mazda,CX-5,2024,40400.00
11343,2026-03-03,Jess,Toyota,Aqua,2016,11100.00
11344,2026-03-03,Ben,Kia,Sportage,2015,22400.00
11345,2026-03-03,Dan,Nissan,Navara,2024,52800.00
11346,2026-03-03,Mere,Toyota,Yaris,2025,17400.00
11347,2026-03-03,Olivia,Toyota,Aqua,2017,13100.00
11348,2026-03-03,Hana,Mazda,Demio,2020,9000.00
11349,2026-03-03,Ioane,Mazda,BT-50,2013,23650.00
11350,2026-03-03,Mere,Hyundai,Tucson,2014,21000.00
11351,2026-03-03,Kiri,Mazda,CX-5,2016,22700.00
11352,2026-03-03,Hana,Mazda,Demio,2025,13650.00
11353,2026-03-03,Hana,Subaru,Outback,2016,33450.00
11354,2026-03-03,Hana,Mazda,CX-5,2023,38800.00
11355,2026-03-03,Kiri,Toyota,Aqua,2021,15300.00
11356,2026-03-03,Liam,Kia,Sportage,2019,32600.00
11357,2026-03-03,Olivia,Tesla,Model 3,2025,57100.00
11358,2026-03-03,Mere,Ford,Ranger,2012,32550.00
11359,2026-03-03,Dan,Honda,Fit,2021,10800.00
11360,2026-03-03,Liam,Honda,CR-V,2018,26550.00
11361,2026-03-03,Ioane,Tesla,Model 3,2014,37700.00
11362,2026-03-03,Ben,Tesla,Model 3,2025,58600.00
11363,2026-03-03,Liam,Honda,Civic,2016,14950.00
11364,2026-03-03,Hana,Toyota,Corolla,2021,23300.00
11365,2026-03-03,Hana,Honda,Fit,2017,10450.00
11366,2026-03-03,Mere,Mazda,BT-50,2012,28200.00
11367,2026-03-03,Hana,Ford,Focus,2025,13600.00
11368,2026-03-03,Kiri,Honda,CR-V,2024,35750.00
11369,2026-03-03,Nikau,Mitsubishi,Triton,2016,30500.00
11370,2026-03-03,Hana,Mitsubishi,Triton,2023,46600.00
11371,2026-03-04,Olivia,Tesla,Model 3,2024,68750.00
11372,2026-03-04,Olivia,Kia,Sportage,2015,20750.00
11373,2026-03-04,Kiri,Toyota,Hilux,2012,24250.00
11374,2026-03-04,Eve,Toyota,Yaris,2019,15900.00
11375,2026-03-04,Dan,Tesla,Model 3,2025,70200.00
11376,2026-03-04,Liam,Honda,Civic,2025,26650.00
11377,2026-03-04,Dan,Mazda,Axela,2017,13200.00
11378,2026-03-04,Liam,Toyota,Aqua,2023,13500.00
11379,2026-03-04,Aroha,Toyota,Aqua,2024,14350.00
11380,2026-03-04,Liam,Honda,CR-V,2016,27950.00
11381,2026-03-04,Mere,Toyota,RAV4,2018,35600.00
11382,2026-03-04,Finn,Toyota,Yaris,2018,15800.00
11383,2026-03-04,Chloe,Mazda,Demio,2015,6850.00
11384,2026-03-04,Olivia,Toyota,Aqua,2020,12850.00
11385,2026-03-04,Chloe,Volkswagen,Golf,2014,14000.00
11386,2026-03-04,Nikau,Honda,Fit,2017,8650.00
11387,2026-03-04,Liam,Toyota,RAV4,2012,20900.00
11388,2026-03-04,Ioane,Subaru,Outback,2018,33550.00
11389,2026-03-04,Ioane,Toyota,Yaris,2014,9850.00
11390,2026-03-04,Jess,Toyota,RAV4,2017,37350.00
11391,2026-03-04,Olivia,Ford,Ranger,2015,31150.00
11392,2026-03-04,Liam,Toyota,Yaris,2023,18300.00
11393,2026-03-04,Chloe,Toyota,Hilux,2012,30350.00
11394,2026-03-04,Finn,Ford,Focus,2024,16800.00
11395,2026-03-04,Jess,Tesla,Model 3,2014,42700.00
11396,2026-03-05,Chloe,Volkswagen,Golf,2021,25150.00
11397,2026-03-05,Mere,Honda,Fit,2019,11950.00
11398,2026-03-05,Liam,Subaru,Outback,2021,40900.00
11399,2026-03-05,Liam,Mazda,Demio,2014,6900.00
11400,2026-03-05,Liam,Mitsubishi,Outlander,2018,28800.00
11401,2026-03-05,Mere,Mazda,Axela,2017,12950.00
11402,2026-03-05,Olivia,Mazda,CX-5,2017,25100.00
11403,2026-03-05,Jess,Toyota,RAV4,2015,32550.00
11404,2026-03-05,Nikau,Mitsubishi,Triton,2020,36150.00
11405,2026-03-05,Chloe,Mitsubishi,Triton,2020,34600.00
11406,2026-03-05,Mere,Hyundai,Tucson,2018,27000.00
11407,2026-03-05,Ioane,Holden,Commodore,2019,24400.00
11408,2026-03-05,Eve,Mitsubishi,Triton,2015,27000.00
11409,2026-03-05,Jess,Mazda,Demio,2015,7250.00
11410,2026-03-05,Eve,Nissan,Navara,2019,37700.00
11411,2026-03-05,Mere,Kia,Sportage,2024,36500.00
11412,2026-03-05,Kiri,Honda,CR-V,2013,22200.00
11413,2026-03-05,Hana,Mazda,CX-5,2017,31200.00
11414,2026-03-05,Ben,Ford,Focus,2022,13000.00
11415,2026-03-05,Dan,Suzuki,Swift,2025,19350.00
11416,2026-03-05,Dan,Holden,Commodore,2022,27650.00
11417,2026-03-06,Eve,Nissan,Navara,2017,34900.00
11418,2026-03-06,Eve,Mazda,Axela,2023,18000.00
11419,2026-03-06,Ioane,Ford,Focus,2015,8600.00
11420,2026-03-06,Aroha,Nissan,Navara,2025,46900.00
11421,2026-03-06,Nikau,Ford,Focus,2013,7350.00
11422,2026-03-06,Eve,Mazda,CX-5,2014,26400.00
11423,2026-03-06,Ioane,Mazda,CX-5,2022,38750.00
11424,2026-03-06,Ioane,Toyota,RAV4,2017,36500.00
11425,2026-03-06,Liam,Ford,Focus,2012,8100.00
11426,2026-03-06,Kiri,Honda,Civic,2021,18150.00
11427,2026-03-06,Jess,Holden,Commodore,2023,25350.00
11428,2026-03-06,Hana,Kia,Sportage,2018,25750.00
11429,2026-03-06,Finn,Ford,Focus,2012,8550.00
11430,2026-03-06,Eve,Toyota,Hilux,2012,29950.00
11431,2026-03-06,Aroha,Nissan,Navara,2017,34350.00
11432,2026-03-07,Liam,Volkswagen,Golf,2014,16650.00
11433,2026-03-07,Mere,Mitsubishi,Triton,2024,47950.00
11434,2026-03-07,Chloe,Toyota,Yaris,2018,12500.00
11435,2026-03-07,Hana,Ford,Ranger,2019,41150.00
11436,2026-03-07,Mere,Toyota,RAV4,2017,30300.00
11437,2026-03-07,Olivia,Toyota,Hilux,2022,44050.00
11438,2026-03-07,Finn,Toyota,Yaris,2019,14850.00
11439,2026-03-07,Olivia,Toyota,Aqua,2018,12500.00
11440,2026-03-07,Mere,Mitsubishi,Triton,2018,37200.00
11441,2026-03-07,Liam,Tesla,Model 3,2020,46050.00
11442,2026-03-07,Kiri,Mazda,CX-5,2015,23400.00
11443,2026-03-07,Mere,Honda,CR-V,2021,36800.00
11444,2026-03-07,Hana,Mazda,Axela,2018,12700.00
11445,2026-03-07,Jess,Tesla,Model 3,2018,53400.00
11446,2026-03-07,Mere,Mazda,CX-5,2025,34950.00
11447,2026-03-07,Eve,Honda,Civic,2017,13900.00
11448,2026-03-07,Mere,Tesla,Model 3,2025,67850.00
11449,2026-03-07,Eve,Toyota,Hilux,2024,47450.00
11450,2026-03-07,Liam,Holden,Commodore,2019,21850.00
11451,2026-03-07,Finn,Toyota,Yaris,2023,18900.00
11452,2026-03-07,Jess,Subaru,Outback,2015,28550.00
11453,2026-03-07,Chloe,Volkswagen,Golf,2014,16400.00
11454,2026-03-07,Chloe,Honda,Fit,2024,16150.00
11455,2026-03-07,Finn,Toyota,RAV4,2013,24450.00
11456,2026-03-07,Nikau,Mitsubishi,Triton,2023,41300.00
11457,2026-03-08,Ben,Nissan,Tiida,2025,9400.00
11458,2026-03-08,Mere,Hyundai,Tucson,2021,38000.00
11459,2026-03-08,Finn,Mitsubishi,Triton,2012,19500.00
11460,2026-03-08,Kiri,Kia,Sportage,2016,26150.00
11461,2026-03-08,Finn,Mitsubishi,Triton,2021,40200.00
11462,2026-03-08,Ioane,Toyota,RAV4,2024,49050.00
11463,2026-03-08,Finn,Mazda,Demio,2025,12550.00
11464,2026-03-08,Olivia,Mitsubishi,Triton,2012,19450.00
11465,2026-03-08,Ben,Toyota,Aqua,2014,10300.00
11466,2026-03-08,Dan,Nissan,Navara,2023,40150.00
11467,2026-03-08,Kiri,Kia,Sportage,2013,18900.00
11468,2026-03-08,Finn,Ford,Ranger,2013,34200.00
11469,2026-03-08,Ben,Nissan,Navara,2014,29450.00
11470,2026-03-08,Kiri,Toyota,Yaris,2021,15100.00
11471,2026-03-08,Eve,Kia,Sportage,2016,23850.00
11472,2026-03-08,Finn,Nissan,Navara,2022,39500.00
11473,2026-03-08,Chloe,Subaru,Outback,2019,31550.00
11474,2026-03-08,Dan,Volkswagen,Golf,2023,25100.00
11475,2026-03-08,Kiri,Tesla,Model 3,2016,36300.00
11476,2026-03-08,Chloe,Toyota,RAV4,2013,21800.00
11477,2026-03-08,Liam,Suzuki,Swift,2018,11650.00
11478,2026-03-08,Kiri,Subaru,Outback,2012,24100.00
11479,2026-03-08,Chloe,Kia,Sportage,2023,31000.00
11480,2026-03-09,Eve,Toyota,RAV4,2018,39150.00
11481,2026-03-09,Finn,Ford,Focus,2016,11300.00
11482,2026-03-09,Nikau,Mitsubishi,Outlander,2012,18900.00
11483,2026-03-09,Hana,Toyota,Yaris,2024,18400.00
11484,2026-03-09,Liam,Subaru,Outback,2018,34600.00
11485,2026-03-09,Olivia,Toyota,Corolla,2012,11800.00
11486,2026-03-09,Nikau,Volkswagen,Golf,2025,29450.00
11487,2026-03-09,Jess,Hyundai,Tucson,2016,22650.00
11488,2026-03-09,Chloe,Toyota,RAV4,2019,37400.00
11489,2026-03-09,Mere,Mazda,BT-50,2019,34500.00
11490,2026-03-09,Finn,Mazda,CX-5,2021,30150.00
11491,2026-03-09,Jess,Mazda,Axela,2015,11700.00
11492,2026-03-09,Mere,Suzuki,Swift,2021,16400.00
11493,2026-03-09,Jess,Mitsubishi,Triton,2012,21950.00
11494,2026-03-09,Kiri,Toyota,Yaris,2025,18950.00
11495,2026-03-09,Kiri,Mazda,BT-50,2021,37300.00
11496,2026-03-09,Kiri,Nissan,Navara,2015,29150.00
11497,2026-03-09,Ben,Mazda,CX-5,2018,27000.00
11498,2026-03-09,Mere,Toyota,Aqua,2014,10950.00
11499,2026-03-09,Mere,Mazda,CX-5,2012,21550.00
11500,2026-03-09,Finn,Volkswagen,Golf,2013,14450.00
11501,2026-02-28,Chloe,Mazda,Demio,2018,eleven thousand
11501,2026-03-09,Liam,Tesla,Model 3,2017,45350.00
11502,2026-03-09,Ioane,Mitsubishi,Triton,2017,30750.00
11503,2026-03-09,Aroha,Toyota,Aqua,2023,17050.00
11504,2026-03-10,Eve,Toyota,RAV4,2023,41400.00
11505,2026-03-10,Mere,Toyota,Yaris,2017,13050.00
11506,2026-03-10,Eve,Kia,Sportage,2016,24800.00
11507,2026-03-10,Finn,Kia,Sportage,2019,25000.00
11508,2026-03-10,Dan,Toyota,Yaris,2025,16500.00
11509,2026-03-10,Mere,Mitsubishi,Triton,2014,25750.00
11510,2026-03-10,Chloe,Subaru,Outback,2015,27350.00
11511,2026-03-10,Chloe,Toyota,Hilux,2014,26750.00
11512,2026-03-10,Kiri,Mazda,CX-5,2016,23050.00
11513,2026-03-10,Olivia,Volkswagen,Golf,2022,21800.00
11514,2026-03-10,Liam,Suzuki,Swift,2015,11500.00
11515,2026-03-10,Liam,Holden,Commodore,2019,23700.00
11516,2026-03-10,Jess,Nissan,Leaf,2024,22450.00
11517,2026-03-10,Aroha,Volkswagen,Golf,2023,27500.00
11518,2026-03-10,Ioane,Holden,Commodore,2022,28000.00
11519,2026-03-10,Dan,Toyota,Corolla,2012,13450.00
11520,2026-03-10,Kiri,Kia,Sportage,2014,19650.00
11521,2026-03-10,Eve,Ford,Focus,2020,13750.00
11522,2026-03-10,Liam,Subaru,Outback,2015,26000.00
11523,2026-03-10,Olivia,Honda,Civic,2014,14650.00
11524,2026-03-10,Eve,Mazda,Axela,2024,15350.00
11525,2026-03-10,Olivia,Mazda,Demio,2020,9250.00
11526,2026-03-10,Aroha,Kia,Sportage,2024,34100.00
11527,2026-03-10,Dan,Honda,CR-V,2013,17300.00
11528,2026-03-10,Dan,Kia,Sportage,2021,28150.00
11529,2026-03-10,Ioane,Mitsubishi,Triton,2013,24850.00
11530,2026-03-10,Chloe,Mazda,Axela,2023,15250.00
11531,2026-03-10,Olivia,Volkswagen,Golf,2019,22150.00
11532,2026-03-11,Olivia,Holden,Commodore,2017,21400.00
11533,2026-03-11,Dan,Toyota,Corolla,2017,16350.00
11534,2026-03-11,Mere,Tesla,Model 3,2022,58050.00
11535,2026-03-11,Eve,Hyundai,Tucson,2022,37050.00
11536,2026-03-11,Mere,Honda,Civic,2022,24150.00
11537,2026-03-11,Ioane,Tesla,Model 3,2023,58000.00
11538,2026-03-11,Ioane,Subaru,Outback,2021,39600.00
11539,2026-03-11,Mere,Ford,Focus,2014,7750.00
11540,2026-03-11,Chloe,Volkswagen,Golf,2017,20750.00
11541,2026-03-11,Hana,Honda,CR-V,2015,24100.00
11542,2026-03-11,Hana,Toyota,Hilux,2014,29150.00
11543,2026-03-11,Liam,Honda,Fit,2023,12600.00
11544,2026-03-11,Ioane,Honda,Fit,2015,10150.00
11545,2026-03-11,Eve,Hyundai,Tucson,2019,28900.00
11546,2026-03-11,Aroha,Toyota,Corolla,2016,18300.00
11547,2026-03-11,Dan,Toyota,Yaris,2016,13100.00
11548,2026-03-11,Jess,Mazda,CX-5,2021,38750.00
11549,2026-03-11,Mere,Toyota,Yaris,2021,14300.00
11550,2026-03-11,Ioane,Toyota,Hilux,2023,47300.00
11551,2026-03-11,Eve,Toyota,RAV4,2020,37000.00
11552,2026-03-11,Ioane,Kia,Sportage,2013,19450.00
11553,2026-03-11,Eve,Mazda,Demio,2015,8300.00
11554,2026-03-11,Dan,Kia,Sportage,2021,35900.00
11555,2026-03-12,Finn,Hyundai,Tucson,2020,35100.00
11556,2026-03-12,Eve,Mitsubishi,Triton,2021,41500.00
11557,2026-03-12,Mere,Toyota,Aqua,2016,9850.00
11558,2026-03-12,Liam,Hyundai,Tucson,2019,28950.00
11559,2026-03-12,Eve,Honda,Fit,2023,13050.00
11560,2026-03-12,Ioane,Toyota,Hilux,2019,35850.00
11561,2026-03-12,Eve,Mazda,Demio,2024,11600.00
11562,2026-03-12,Nikau,Volkswagen,Golf,2017,21050.00
11563,2026-03-12,Jess,Nissan,Navara,2013,26100.00
